名称,面积,租价,房型,位置
黄村中三合南里2室1厅,81㎡,2800,2  室  1  厅,"
                    三合南里                "
安贞安华里二区3室1厅  木偶剧院   正规三居室 看房方便,70㎡,9100,3  室  1  厅,"
                    安华里二区                "
旧宫美然绿色家园3室2厅,138㎡,7000,3  室  2  厅,"
                    美然绿色家园                "
芍药居芍药居北里三区新楼 4室1厅  南北通透,130㎡,12300,4  室  1  厅,"
                    芍药居北里三区                "
梨园桃花岛2室1厅,83㎡,4500,2  室  1  厅,"
                    桃花岛                "
长阳半岛紫云家园怡和南路10号院南北三居  看房方便,121㎡,6500,3  室  2  厅,"
                    长阳半岛紫云家园怡和南路10号院                "
观景园正规一居室南北通透户型看房随时有钥匙奥北科技园附近,69㎡,6500,1  室  1  厅,"
                    观景园                "
窦店世界名园A区2室1厅,103㎡,2200,2  室  1  厅,"
                    世界名园A区                "
西三旗沁春家园2室2厅，育新地铁站，小米科技园，中腾大厦,77㎡,6400,2  室  2  厅,"
                    沁春家园                "
酒仙桥东风家园朝阳公园 东风北桥地铁站东润枫景瞰都国际,106㎡,8200,2  室  2  厅,"
                    东风家园                "
回龙观风雅园三区2居整租，龙泽地铁，南北通透采光好，龙泽地铁,95.3㎡,6600,2  室  1  厅,"
                    风雅园三区                "
回龙观  昌平线生命科学院  领秀慧谷A区2室1厅,82㎡,6500,2  室  1  厅,"
                    领秀慧谷A区                "
定福庄金星小区2室1厅定福庄金星小区2室1厅,58.26㎡,4800,2  室  1  厅,"
                    金星小区                "
回龙观 朱辛庄地铁站 生命科学园地铁站 领秀慧谷A区2室1厅,82㎡,6000,2  室  1  厅,"
                    领秀慧谷A区                "
北工大松榆东里2室1厅,65㎡,6000,2  室  1  厅,"
                    松榆东里                "
马连道马连道东街2室1厅,60㎡,5500,2  室  1  厅,"
                    马连道东街                "
北苑万科星园3室2厅,136㎡,14500,3  室  2  厅,"
                    万科星园                "
中关村大泥湾2室1厅,62㎡,9300,2  室  1  厅,"
                    大泥湾                "
北苑万科星园3室1厅,138㎡,12500,3  室  2  厅,"
                    万科星园                "
顺义城西辛南区2室1厅,78㎡,4000,2  室  1  厅,"
                    西辛南区                "
北七家名佳花园四区2室1厅,88㎡,4500,2  室  1  厅,"
                    名佳花园四区                "
东洲 来广营 国创 朝来科技园 两居室 融新科技园,88㎡,7000,2  室  1  厅,"
                    东洲家园                "
望京东方瑞平家园一居室，户型方正，地铁善各庄 阿里总部,60.84㎡,6500,1  室  1  厅,"
                    东方瑞平家园                "
安贞、北三环、安贞桥、安华里、新出两居、实景拍摄、看房提前约,58㎡,6500,2  室  1  厅,"
                    安华里一区                "
东二环外长安街边 建国门外 CBD 永安里 美华世纪1室1厅,69.72㎡,7500,1  室  1  厅,"
                    美华世纪                "
新上北苑万科星园低楼层大三居，看房提前联系,138㎡,20000,3  室  2  厅,"
                    万科星园                "
回龙观北京人家4室1厅,130㎡,6300,3  室  1  厅,"
                    北京人家                "
中关村科育小区2室1厅,50㎡,8300,2  室  1  厅,"
                    科育小区                "
东大桥关东店北街1室1厅,40㎡,5900,1  室  1  厅,"
                    关东店北街                "
长阳原香小镇一期2室1厅,88.38㎡,3000,2  室  1  厅,"
                    原香小镇一期                "
广渠门幸福家园2室1厅,66㎡,9000,2  室  1  厅,"
                    幸福家园                "
北苑 来广营 红星美凯龙 赢秋苑小区新出一居室出租看房提前联,68㎡,5500,1  室  1  厅,"
                    赢秋苑                "
安贞门地铁站附近，业主直租两居室，看房提前联系,54.21㎡,8000,2  室  1  厅,"
                    安贞里小区                "
新上必看好房 欢乐谷垡头 翠成馨园 南北通透全齐两居,104㎡,6200,2  室  1  厅,"
                    翠成馨园A区                "
玲珑山,48㎡,4700,0  室  0  厅,"
                    玲珑山                "
和义和义东里1室1厅,42㎡,3300,1  室  1  厅,"
                    和义东里                "
安德路47号院、低楼层1居室、神华集团中粮置地、青年湖公园,40㎡,5800,1  室  1  厅,"
                    安德路47号院                "
望京SOHO酒仙桥高家园大山子798望京南地铁站360电子城,56㎡,6800,2  室  1  厅,"
                    大山子西里                "
霍营龙锦苑东二区3室1厅,125㎡,5500,3  室  1  厅,"
                    龙锦苑东二区                "
西红门博苑2室1厅,60㎡,5000,2  室  1  厅,"
                    博苑                "
天通苑天通西苑二区2室1厅,82㎡,6200,2  室  1  厅,"
                    天通西苑二区                "
紫竹桥人济山庄3室1厅,140㎡,16800,3  室  1  厅,"
                    人济山庄                "
东花市本家润园三期1室1厅,48.94㎡,6000,1  室  1  厅,"
                    本家润园三期                "
劲松劲松七区2室1厅,58㎡,5800,2  室  1  厅,"
                    劲松七区                "
首开中晟广场,45㎡,2800,0  室  0  厅,"
                    首开中晟广场                "
酒仙桥 东坝 东泽园 大2室1厅 干湿分离,85㎡,5100,2  室  1  厅,"
                    东泽园                "
广渠门广渠家园1室1厅,57㎡,6000,1  室  1  厅,"
                    广渠家园                "
太阳宫 对外经贸大学 芍药居2号院 精装复式大四居 地铁旁,83㎡,10500,4  室  1  厅,"
                    芍药居2号院                "
阎村绿城百合公寓，南屏苑南北向两居室出租,81.68㎡,3200,2  室  2  厅,"
                    绿城百合公寓南屏苑                "
望京酒仙桥798望京南地铁站58产业园电通恒通北窑地精装两居,70㎡,6500,2  室  1  厅,"
                    北窑地                "
临河里玫瑰东筑2室1厅,98㎡,6000,2  室  1  厅,"
                    玫瑰东筑                "
五道口东王庄小区1室1厅 近地铁,56㎡,7200,1  室  1  厅,"
                    东王庄小区                "
玉泉营十号线首经贸 丰台站 纪家庙 万年花城三期南北通透三居,128㎡,9500,3  室  1  厅,"
                    万年花城三期                "
鲁谷双锦园1室1厅,56㎡,4000,1  室  1  厅,"
                    双锦园                "
马甸桥 健德门地铁站，裕中西里小区精装修三居室，业主长租，,78.7㎡,10500,3  室  1  厅,"
                    裕中西里                "
十里堡城市广场盒马鲜生旁甘露西园正规一室一厅诚意出租,50㎡,5300,1  室  1  厅,"
                    甘露西园                "
长椿街槐柏树街北里1室1厅,45㎡,6000,1  室  1  厅,"
                    槐柏树街北里                "
大望路风度柏林2室1厅 居家风格 位置优越 随时看房,88㎡,9000,2  室  1  厅,"
                    风度柏林                "
牡丹园10号线 新小区 庚坊国际公寓 1室1厅 住宅民水民电,53.12㎡,7500,1  室  1  厅,"
                    庚坊国际                "
地铁8号线 回龙观东大街 矩阵小区两居两卫 电梯房 看房随时,127㎡,7000,2  室  1  厅,"
                    矩阵小区                "
牡丹园 中鑫嘉园 精装两居室 看房随时 有钥匙 业主诚心出租,102㎡,11800,2  室  1  厅,"
                    中鑫嘉园                "
沿海赛洛城四期,50.42㎡,6000,0  室  0  厅,"
                    沿海赛洛城四期                "
回龙观云趣园二区6室2厅,258.97㎡,14500,6  室  2  厅,"
                    云趣园二区                "
北一区两居室！靠近地铁！业主诚心出租！,110㎡,6700,2  室  1  厅,"
                    天通苑北一区                "
金融街华远北街1号3室1厅,82㎡,13700,3  室  1  厅,"
                    华远北街1号                "
甘家口新苑街10号院1室1厅,45.4㎡,6000,1  室  1  厅,"
                    新苑街10号院                "
陶然亭天桥北里1室1厅,56.33㎡,6100,1  室  1  厅,"
                    天桥北里                "
陶然亭天桥北里3室2厅,106.16㎡,12000,3  室  2  厅,"
                    天桥北里                "
八角八角北里2室1厅,60㎡,4200,2  室  1  厅,"
                    八角北里                "
看丹桥造甲街南里2室1厅生活交通便利,55.55㎡,5600,2  室  1  厅,"
                    造甲街南里                "
定福庄泰福苑2室1厅,60㎡,5500,2  室  1  厅,"
                    泰福苑                "
百子湾 四惠 百子湾家园C区正规一居室,65㎡,6500,1  室  1  厅,"
                    百子湾家园C区                "
长阳 金地朗悦润园 三居 自住式装修 家具家电齐全 即租即住,89.99㎡,4600,3  室  1  厅,"
                    金地朗悦润园（四期）                "
甘家口增光路海军医院中海馥园2室2厅,142.15㎡,18000,2  室  2  厅,"
                    中海馥园                "
亚运村安苑北里1室1厅,45㎡,6800,1  室  1  厅,"
                    安苑北里                "
双桥温泉北里3室1厅,82.54㎡,5000,3  室  1  厅,"
                    温泉北里                "
亚运村安慧里二区2室1厅,66㎡,7000,2  室  1  厅,"
                    安慧里二区                "
回龙观东大街地铁口 天鑫家园正规两居室 南北通透 户型方正,95㎡,5800,2  室  1  厅,"
                    天鑫家园                "
国门智慧城,65㎡,6000,0  室  0  厅,"
                    国门智慧城                "
燕莎霞光里30号院2室1厅出租采光足温馨舒适,58㎡,7200,2  室  1  厅,"
                    霞光里30号院                "
九棵树(家乐福)瑞都国际2室1厅,108㎡,5800,2  室  1  厅,"
                    瑞都国际                "
西城区广安门外手帕口桥远见名苑 天虹商场朗琴园1室1厅,47.77㎡,6500,1  室  1  厅,"
                    朗琴园                "
